AAD_AUSDRUCKDETAIL;BIL.AAD_AUSDRUCKDETAIL
UMP_FIX_SALDO10;UMP_FIX_SALDO10
UMP_FIX_SALDO11;UMP_FIX_SALDO11
UMP_FIX_SALDO12;UMP_FIX_SALDO12
UMP_FIX_SALDOVJ;UMP_FIX_SALDOVJ
UMP_VAR_SALDO1;UMP_VAR_SALDO1
UMP_VAR_SALDO2;UMP_VAR_SALDO2
UMP_VAR_SALDO3;UMP_VAR_SALDO3
UMP_VAR_SALDO4;UMP_VAR_SALDO4
UMP_VAR_SALDO6;UMP_VAR_SALDO6
UMP_VAR_SALDO7;UMP_VAR_SALDO7
UMP_VAR_SALDO8;UMP_VAR_SALDO8
UMP_VAR_SALDO9;UMP_VAR_SALDO9
UMP_VAR_SALDO10;UMP_VAR_SALDO10
UMP_VAR_SALDO12;UMP_VAR_SALDO12
UMP_VAR_SALDOVJ;UMP_VAR_SALDOVJ
UMP_FIX_PROZENT1;UMP_FIX_PROZENT1
UMP_FIX_PROZENT3;UMP_FIX_PROZENT3
UMP_FIX_PROZENT4;UMP_FIX_PROZENT4
UMP_FIX_PROZENT5;UMP_FIX_PROZENT5
UMP_FIX_PROZENT6;UMP_FIX_PROZENT6
UMP_FIX_PROZENT7;UMP_FIX_PROZENT7
UMP_FIX_PROZENT9;UMP_FIX_PROZENT9
UMP_FIX_PROZENT10;UMP_FIX_PROZENT10
UMP_FIX_PROZENT11;UMP_FIX_PROZENT11
UMP_FIX_PROZENT12;UMP_FIX_PROZENT12
UMP_VAR_PROZENT1;UMP_VAR_PROZENT1
UMP_VAR_PROZENT2;UMP_VAR_PROZENT2
UMP_UMLAGEKOSTENTYP;UMP_UMLAGEKOSTENTYP
UMP_VONKOSTENSTAMMNR;UMP_VONKOSTENSTAMMNR
UMP_VONKOSTENTYP;UMP_VONKOSTENTYP
UMP_FIBUNR;UMP_FIBUNR
UMP_KONTONR;UMP_KONTONR
UMP_KOREMENGENNR;UMP_KOREMENGENNR
UMP_UMLAGEREIHENFOLGENR;UMP_UMLAGEREIHENFOLGENR
UMP_KOSTENSTELLE;UMP_KOSTENSTELLE
UMP_KOSTENTRAEGER;UMP_KOSTENTRAEGER
UMP_GESCHAEFTSBEREICH;UMP_GESCHAEFTSBEREICH
UMP_ABTEILUNG;UMP_ABTEILUNG
UMP_DIMENSION;UMP_DIMENSION
UMP_VONKOSTENTRAEGER;UMP_VONKOSTENTRAEGER
UMP_VONGESCHAEFTSBEREICH;UMP_VONGESCHAEFTSBEREICH
UMP_VONKOSTENSTELLE;UMP_VONKOSTENSTELLE
UMP_VONABTEILUNG;UMP_VONABTEILUNG
UMP_VONDIMENSION;UMP_VONDIMENSION
UMP_GLSCHEMANR;UMP_GLSCHEMANR
UMP_GLTEXTNR;UMP_GLTEXTNR
UMP_KPM_FIRMENNR;UMP_KPM_FIRMENNR
UMP_KPM_KORENR;UMP_KPM_KORENR
UMP_KMENGE1;UMP_KMENGE1
UMP_KMENGE2;UMP_KMENGE2
UMP_KMENGE3;UMP_KMENGE3
UMP_KMENGE4;UMP_KMENGE4
UMP_KMENGE5;UMP_KMENGE5
UMP_KMENGE6;UMP_KMENGE6
UMP_KMENGE7;UMP_KMENGE7
UMP_KMENGE8;UMP_KMENGE8
UMP_KMENGE9;UMP_KMENGE9
UMP_KMENGE10;UMP_KMENGE10
UMP_KMENGE11;UMP_KMENGE11
UMP_KMENGE12;UMP_KMENGE12
UMP_AUFALLETYPEN;UMP_AUFALLETYPEN
ZKK_FIRMENNR (PK);ZKK_FIRMENNR
ZKK_KORENR (PK);ZKK_KORENR
ZKK_KOSTENTYP (PK);ZKK_KOSTENTYP
ZKK_KOSTENSTAMMNR (PK);ZKK_KOSTENSTAMMNR
ZKK_KNOTENREFNR (PK);ZKK_KNOTENREFNR
ZKK_FIBUNR (PK);ZKK_FIBUNR
ZKK_KONTONR (PK);ZKK_KONTONR
ZKK_AENDERUNGSDATUM;ZKK_AENDERUNGSDATUM
ZKK_ERSTELLDATUM;ZKK_ERSTELLDATUM
ZKK_ERSTELLUSER;ZKK_ERSTELLUSER
ZKK_LETZTERUSER;ZKK_LETZTERUSER
DBC_DBCHANGENR;DBC_DBCHANGENR
DBC_NOTIZ;DBC_NOTIZ
DBC_DBVERSION;DBC_DBVERSION
DBC_PGMVERSION;DBC_PGMVERSION
DBC_STATUS_FB;DBC_STATUS_FB
DBC_STATUS_DBC;DBC_STATUS_DBC
DBC_STATUS_VOR_DBC;DBC_STATUS_VOR_DBC
DBC_STATUS_NACH_DBC;DBC_STATUS_NACH_DBC
DBC_STATUS_NACH_ALLEN_DBCS;DBC_STATUS_NACH_ALLEN_DBCS
DBC_AENDERUNGSDATUM;DBC_AENDERUNGSDATUM
DBC_ERSTELLDATUM;DBC_ERSTELLDATUM
DBC_ERSTELLUSER;DBC_ERSTELLUSER
DBC_LETZTERUSER;DBC_LETZTERUSER
OAK_KLIENTENNR (PK);OAK_KLIENTENNR
OAK_AKNR (PK);OAK_AKNR
OAK_EDIT_DOG;OAK_EDIT_DOG
OAK_SHOW_DOG;OAK_SHOW_DOG
OAK_AKNAME;OAK_AKNAME
OAK_AENDERUNGSDATUM;OAK_AENDERUNGSDATUM
OAK_ERSTELLDATUM;OAK_ERSTELLDATUM
OAK_ERSTELLUSER;OAK_ERSTELLUSER
OAK_LETZTERUSER;OAK_LETZTERUSER
OAS_KLIENTENNR (PK);OAS_KLIENTENNR
OAS_OFAZNR (PK);OAS_OFAZNR
OAS_AZJAHR (PK);OAS_AZJAHR
OAS_AZTAG (PK);OAS_AZTAG
OAS_AENDERUNGSDATUM;OAS_AENDERUNGSDATUM
OAS_ERSTELLDATUM;OAS_ERSTELLDATUM
OAS_LETZTERUSER;OAS_LETZTERUSER
OAS_ERSTELLUSER;OAS_ERSTELLUSER
OAS_AZSTUNDEN;OAS_AZSTUNDEN
OAU_KLIENTENNR (PK);OAU_KLIENTENNR
OAU_AUFTRAGNR (PK);OAU_AUFTRAGNR
OAU_AUFTRAGSART (PK);OAU_AUFTRAGSART
OAU_AUFTRAGNAME;OAU_AUFTRAGNAME
OAU_AENDERUNGSDATUM;OAU_AENDERUNGSDATUM
OAU_ERSTELLDATUM;OAU_ERSTELLDATUM
OAU_LETZTERUSER;OAU_LETZTERUSER
OAU_ERSTELLUSER;OAU_ERSTELLUSER
OAU_EDIT_DOG;OAU_EDIT_DOG
OAU_SHOW_DOG;OAU_SHOW_DOG
OAZ_KLIENTENNR (PK);OAZ_KLIENTENNR
OAZ_OFAZNR (PK);OAZ_OFAZNR
OAZ_OFAZBEZ;OAZ_OFAZBEZ
OAZ_AENDERUNGSDATUM;OAZ_AENDERUNGSDATUM
OAZ_ERSTELLDATUM;OAZ_ERSTELLDATUM
OAZ_LETZTERUSER;OAZ_LETZTERUSER
OAZ_ERSTELLUSER;OAZ_ERSTELLUSER
OAZ_TAGEWOCHE;OAZ_TAGEWOCHE
OAZ_STDWOCHE;OAZ_STDWOCHE
OAZ_EDIT_DOG;OAZ_EDIT_DOG
OAZ_SHOW_DOG;OAZ_SHOW_DOG
OBE_OFBERUFSNR (PK);OBE_OFBERUFSNR
OBE_OFBERUFBEZ;OBE_OFBERUFBEZ
OBE_MATCHCODE;OBE_MATCHCODE
OBE_AENDERUNGSDATUM;OBE_AENDERUNGSDATUM
OBE_ERSTELLDATUM;OBE_ERSTELLDATUM
OBE_LETZTERUSER;OBE_LETZTERUSER
OBE_ERSTELLUSER;OBE_ERSTELLUSER
OBG_OFBEITRAGSGRPNR (PK);OBG_OFBEITRAGSGRPNR
OBG_GERF;OBG_GERF
OBG_OFBEITRAGSGRPBEZ;OBG_OFBEITRAGSGRPBEZ
OBG_LEHRLINGSKZ;OBG_LEHRLINGSKZ
OBG_AENDERUNGSDATUM;OBG_AENDERUNGSDATUM
OBG_ERSTELLDATUM;OBG_ERSTELLDATUM
OBG_LETZTERUSER;OBG_LETZTERUSER
OBG_ERSTELLUSER;OBG_ERSTELLUSER
OBG_ISTLEHRLINGSDV;OBG_ISTLEHRLINGSDV
OBG_HATKU;OBG_HATKU
OBG_HATKLU;OBG_HATKLU
OBG_HATWF;OBG_HATWF
OBG_HATSW;OBG_HATSW
OBG_HATIE;OBG_HATIE
OBG_HATNB;OBG_HATNB
OBR_BRNR (PK);OBR_BRNR
OBR_BRNAME;OBR_BRNAME
OBR_AENDERUNGSDATUM;OBR_AENDERUNGSDATUM
OBR_ERSTELLDATUM;OBR_ERSTELLDATUM
OBR_ERSTELLUSER;OBR_ERSTELLUSER
OBR_LETZTERUSER;OBR_LETZTERUSER
OBT_OFBLOBTEXTID (PK);OBT_OFBLOBTEXTID
OBT_OFBLOBTEXTBEZ;OBT_OFBLOBTEXTBEZ
OBT_BLOBLFDNR;OBT_BLOBLFDNR
OBT_AENDERUNGSDATUM;OBT_AENDERUNGSDATUM
OBT_ERSTELLDATUM;OBT_ERSTELLDATUM
OBT_LETZTERUSER;OBT_LETZTERUSER
OBT_ERSTELLUSER;OBT_ERSTELLUSER
OBZ_BLZ (PK);OBZ_BLZ
OBZ_NAME;OBZ_NAME
OBZ_AENDERUNGSDATUM;OBZ_AENDERUNGSDATUM
OBZ_ERSTELLDATUM;OBZ_ERSTELLDATUM
OBZ_ERSTELLUSER;OBZ_ERSTELLUSER
OBZ_LETZTERUSER;OBZ_LETZTERUSER
OFA_KLIENTENNR (PK);OFA_KLIENTENNR
OFA_FANR (PK);OFA_FANR
OFA_FANAME;OFA_FANAME
OFA_AENDERUNGSDATUM;OFA_AENDERUNGSDATUM
OFA_ERSTELLDATUM;OFA_ERSTELLDATUM
OFA_ERSTELLUSER;OFA_ERSTELLUSER
OFA_LETZTERUSER;OFA_LETZTERUSER
OFI_KLIENTENNR (PK);OFI_KLIENTENNR
OFI_PERSNR (PK);OFI_PERSNR
OFI_PERSUNTERNR (PK);OFI_PERSUNTERNR
OFI_OFKVID (PK);OFI_OFKVID
OFI_LANR (PK);OFI_LANR
OFI_FIXWERTGUELTIGAB (PK);OFI_FIXWERTGUELTIGAB
OFI_ERSTELLUSER;OFI_ERSTELLUSER
OFI_LETZTERUSER;OFI_LETZTERUSER
OFI_OLA_KLIENTENNR;OFI_OLA_KLIENTENNR
OFI_FIXWERTBETRAG;OFI_FIXWERTBETRAG
OFI_FIXWERTSATZ;OFI_FIXWERTSATZ
OFI_SENDEKZ;OFI_SENDEKZ
OFI_AENDERUNGSDATUM;OFI_AENDERUNGSDATUM
OFI_ERSTELLDATUM;OFI_ERSTELLDATUM
OFK_KLIENTENNR (PK);OFK_KLIENTENNR
OFK_FKNR (PK);OFK_FKNR
OFK_FKNAME;OFK_FKNAME
OFK_AENDERUNGSDATUM;OFK_AENDERUNGSDATUM
OFK_ERSTELLDATUM;OFK_ERSTELLDATUM
OFK_ERSTELLUSER;OFK_ERSTELLUSER
OFK_LETZTERUSER;OFK_LETZTERUSER
OFK_EDIT_DOG;OFK_EDIT_DOG
OFK_SHOW_DOG;OFK_SHOW_DOG
OFM_KLIENTENNR (PK);OFM_KLIENTENNR
OFM_PERSNR (PK);OFM_PERSNR
OFM_PERSUNTERNR (PK);OFM_PERSUNTERNR
OFM_FAMNR (PK);OFM_FAMNR
OFM_FAMNAME;OFM_FAMNAME
OFM_SOZVERSNR;OFM_SOZVERSNR
OFM_AENDERUNGSDATUM;OFM_AENDERUNGSDATUM
OFM_ERSTELLDATUM;OFM_ERSTELLDATUM
OFM_ERSTELLUSER;OFM_ERSTELLUSER
OFM_LETZTERUSER;OFM_LETZTERUSER
OGE_KLIENTENNR (PK);OGE_KLIENTENNR
OGE_GEMNR (PK);OGE_GEMNR
OGE_GEMNAME;OGE_GEMNAME
OGE_AENDERUNGSDATUM;OGE_AENDERUNGSDATUM
OGE_ERSTELLDATUM;OGE_ERSTELLDATUM
OGE_ERSTELLUSER;OGE_ERSTELLUSER
OGE_LETZTERUSER;OGE_LETZTERUSER
OGK_KLIENTENNR (PK);OGK_KLIENTENNR
OGK_GKK_NR (PK);OGK_GKK_NR
OGK_GKKNAME;OGK_GKKNAME
OGK_AENDERUNGSDATUM;OGK_AENDERUNGSDATUM
OGK_ERSTELLDATUM;OGK_ERSTELLDATUM
OGK_ERSTELLUSER;OGK_ERSTELLUSER
OGK_LETZTERUSER;OGK_LETZTERUSER
OGW_GWNR (PK);OGW_GWNR
OGW_GWNAME;OGW_GWNAME
OGW_AENDERUNGSDATUM;OGW_AENDERUNGSDATUM
OGW_ERSTELLDATUM;OGW_ERSTELLDATUM
OGW_ERSTELLUSER;OGW_ERSTELLUSER
OGW_LETZTERUSER;OGW_LETZTERUSER
OKL_KLIENTENNR (PK);OKL_KLIENTENNR
OKL_VONTAG;OKL_VONTAG
OKL_VONTAG_GUELTIG;OKL_VONTAG_GUELTIG
OKL_EDIT_DOG;OKL_EDIT_DOG
OKL_SHOW_DOG;OKL_SHOW_DOG
OKL_BMD55KLIENTNR;OKL_BMD55KLIENTNR
OKL_KLIENTENNAME;OKL_KLIENTENNAME
OKL_KLIENTENSTR;OKL_KLIENTENSTR
OKL_KLIENTENORT;OKL_KLIENTENORT
OKL_KLIENTENTELNR;OKL_KLIENTENTELNR
OKL_AENDERUNGSDATUM;OKL_AENDERUNGSDATUM
OKL_ERSTELLDATUM;OKL_ERSTELLDATUM
OKL_LETZTERUSER;OKL_LETZTERUSER
OKL_ERSTELLUSER;OKL_ERSTELLUSER
OKL_LAND_STAATENNR;OKL_LAND_STAATENNR
OKL_KLIENTENPLZ;OKL_KLIENTENPLZ
OKS_KLIENTENNR (PK);OKS_KLIENTENNR
OKS_KOSTENSTELLENNR (PK);OKS_KOSTENSTELLENNR
OKS_EDIT_DOG;OKS_EDIT_DOG
OKS_SHOW_DOG;OKS_SHOW_DOG
OKS_KOSTENSTELLENNAME;OKS_KOSTENSTELLENNAME
OKS_AENDERUNGSDATUM;OKS_AENDERUNGSDATUM
OKS_ERSTELLDATUM;OKS_ERSTELLDATUM
OKS_LETZTERUSER;OKS_LETZTERUSER
OKS_ERSTELLUSER;OKS_ERSTELLUSER
OKT_KLIENTENNR (PK);OKT_KLIENTENNR
OKT_KOSTENTRAEGERNR (PK);OKT_KOSTENTRAEGERNR
OKT_EDIT_DOG;OKT_EDIT_DOG
OKT_SHOW_DOG;OKT_SHOW_DOG
OKT_KOSTENTRAEGERNAME;OKT_KOSTENTRAEGERNAME
OKT_AENDERUNGSDATUM;OKT_AENDERUNGSDATUM
OKT_ERSTELLDATUM;OKT_ERSTELLDATUM
OKT_LETZTERUSER;OKT_LETZTERUSER
OKT_ERSTELLUSER;OKT_ERSTELLUSER
OKT_VERANTWNR;OKT_VERANTWNR
OKV_OFKVID (PK);OKV_OFKVID
OKV_OFKVBEZ;OKV_OFKVBEZ
OKV_AENDERUNGSDATUM;OKV_AENDERUNGSDATUM
OKV_ERSTELLDATUM;OKV_ERSTELLDATUM
OKV_LETZTERUSER;OKV_LETZTERUSER
OKV_ERSTELLUSER;OKV_ERSTELLUSER
OKZ_KFZVERW_LFDNR (PK);OKZ_KFZVERW_LFDNR
OKZ_KFZVERW_BEZ;OKZ_KFZVERW_BEZ
OKZ_KFZVERW_KATEGORIE;OKZ_KFZVERW_KATEGORIE
OKZ_KFZVERW_KFZKZ;OKZ_KFZVERW_KFZKZ
OKZ_BAUJAHR;OKZ_BAUJAHR
OKZ_ANSCHAFFUNGSDATUM;OKZ_ANSCHAFFUNGSDATUM
OKZ_GESAMTGEWICHT;OKZ_GESAMTGEWICHT
OKZ_LEISTUNGSSTAERKE;OKZ_LEISTUNGSSTAERKE
OKZ_HUBRAUM;OKZ_HUBRAUM
OKZ_KFZVERW_BESCHREIBUNG;OKZ_KFZVERW_BESCHREIBUNG
OKZ_AENDERUNGSDATUM;OKZ_AENDERUNGSDATUM
OKZ_ERSTELLDATUM;OKZ_ERSTELLDATUM
OKZ_ERSTELLUSER;OKZ_ERSTELLUSER
OKZ_LETZTERUSER;OKZ_LETZTERUSER
OLA_KLIENTENNR (PK);OLA_KLIENTENNR
OLA_OKV_OFKVID (PK);OLA_OKV_OFKVID
OLA_LANR (PK);OLA_LANR
OLA_LOHNARTENBEZ;OLA_LOHNARTENBEZ
OLA_ADDIEREND;OLA_ADDIEREND
OLA_EINGABECODEMENGE;OLA_EINGABECODEMENGE
OLA_EINGABECODEBETRAG;OLA_EINGABECODEBETRAG
OLA_EINGABECODESATZ;OLA_EINGABECODESATZ
OLA_AENDERUNGSDATUM;OLA_AENDERUNGSDATUM
OLA_ERSTELLDATUM;OLA_ERSTELLDATUM
OLA_LETZTERUSER;OLA_LETZTERUSER
OLA_ERSTELLUSER;OLA_ERSTELLUSER
OLA_SICHTBAR;OLA_SICHTBAR
OLA_SOLLSTDVORSCHLAG;OLA_SOLLSTDVORSCHLAG
OLA_LOHNARTENKURZBEZ;OLA_LOHNARTENKURZBEZ
OLA_ABWESENHEITSART;OLA_ABWESENHEITSART
OLA_ABWESENHEITSMENGENEING;OLA_ABWESENHEITSMENGENEING
OLA_ABWESENHEITSEXPORTKZ;OLA_ABWESENHEITSEXPORTKZ
OLA_EXPORT;OLA_EXPORT
OLA_EXPORTLOHNARTENNR;OLA_EXPORTLOHNARTENNR
OLA_EINGABEVERHALTEN;OLA_EINGABEVERHALTEN
OLE_KLIENTENNR (PK);OLE_KLIENTENNR
OLE_PERSNR (PK);OLE_PERSNR
OLE_PERSUNTERNR (PK);OLE_PERSUNTERNR
OLE_LEISTNR (PK);OLE_LEISTNR
OLE_NLZKZ_VONDATUM;OLE_NLZKZ_VONDATUM
OLE_NLZKZ_BISDATUM;OLE_NLZKZ_BISDATUM
OLE_ORS_REISENR;OLE_ORS_REISENR
OLE_ORO_STAATENNR;OLE_ORO_STAATENNR
OLE_ORO_REGNR;OLE_ORO_REGNR
OLE_EDIT_DOG;OLE_EDIT_DOG
OLE_SHOW_DOG;OLE_SHOW_DOG
OLE_AUFTRAGNR;OLE_AUFTRAGNR
OLE_OKS_KOSTENSTELLENNR;OLE_OKS_KOSTENSTELLENNR
OLE_OKT_KOSTENTRAEGERNR;OLE_OKT_KOSTENTRAEGERNR
OLE_OTA_TAETIGKEITENNR;OLE_OTA_TAETIGKEITENNR
OLE_OTE_TEXTID;OLE_OTE_TEXTID
OLE_DATUM;OLE_DATUM
OLE_LEISTMENGE;OLE_LEISTMENGE
OLE_LEISTBETRAG;OLE_LEISTBETRAG
OLE_LEISTSATZ;OLE_LEISTSATZ
OLE_GEAENDERT;OLE_GEAENDERT
OLE_LEISTJAHR;OLE_LEISTJAHR
OLE_LEISTMONAT;OLE_LEISTMONAT
OLE_LEISTCODE;OLE_LEISTCODE
OLE_NLZKZ;OLE_NLZKZ
OLE_AENDERUNGSDATUM;OLE_AENDERUNGSDATUM
OLE_ERSTELLDATUM;OLE_ERSTELLDATUM
OLE_LETZTERUSER;OLE_LETZTERUSER
OLE_ERSTELLUSER;OLE_ERSTELLUSER
OLE_OLA_OFKVID;OLE_OLA_OFKVID
OLE_OLA_LANR;OLE_OLA_LANR
OLE_LEISTVON;OLE_LEISTVON
OLE_LEISTBIS;OLE_LEISTBIS
OLE_AUFTRAGSART;OLE_AUFTRAGSART
OLE_BLOBLFDNR;OLE_BLOBLFDNR
OLE_FREIGEBEN;OLE_FREIGEBEN
OLE_VERANTWNR;OLE_VERANTWNR
OLE_STARTORT;OLE_STARTORT
OLE_ZIELORT;OLE_ZIELORT
OLE_UEBERORT;OLE_UEBERORT
OLE_BEIFAHRER;OLE_BEIFAHRER
OLE_BIS_DATUM;OLE_BIS_DATUM
OPD_PIPEDOGLFDNR (PK);OPD_PIPEDOGLFDNR
OPD_PIPEDOGBEZ;OPD_PIPEDOGBEZ
OPD_DOGDURCHSCHREIBEN;OPD_DOGDURCHSCHREIBEN
OPD_AENDERUNGSDATUM;OPD_AENDERUNGSDATUM
OPD_ERSTELLDATUM;OPD_ERSTELLDATUM
OPD_ERSTELLUSER;OPD_ERSTELLUSER
OPD_LETZTERUSER;OPD_LETZTERUSER
OPE_KLIENTENNR (PK);OPE_KLIENTENNR
OPE_PERSNR (PK);OPE_PERSNR
OPE_PERSUNTERNR (PK);OPE_PERSUNTERNR
OPE_E18_FANR;OPE_E18_FANR
OPE_E18_STNR;OPE_E18_STNR
OPE_AVAE_KINDER;OPE_AVAE_KINDER
OPE_EDIT_DOG;OPE_EDIT_DOG
OPE_SHOW_DOG;OPE_SHOW_DOG
OPE_ZUSTAND;OPE_ZUSTAND
OPE_SV_BERECHNUNG;OPE_SV_BERECHNUNG
OPE_SV_BERECHNUNGPROZ;OPE_SV_BERECHNUNGPROZ
OPE_FALLW_BESCH;OPE_FALLW_BESCH
OPE_GESCH_FUEHRER;OPE_GESCH_FUEHRER
OPE_MV_RECHNEN;OPE_MV_RECHNEN
OPE_MV_BEGINN;OPE_MV_BEGINN
OPE_KOMMST_BEFREIT;OPE_KOMMST_BEFREIT
OPE_KOMMST_BEFREITPROZ;OPE_KOMMST_BEFREITPROZ
OPE_U_BAHN;OPE_U_BAHN
OPE_GEW_MITGLIEDSNR;OPE_GEW_MITGLIEDSNR
OPE_OVG_OFKVID;OPE_OVG_OFKVID
OPE_VGNR;OPE_VGNR
OPE_BLZ;OPE_BLZ
OPE_SWBKZLFDNR;OPE_SWBKZLFDNR
OPE_GKK_NR;OPE_GKK_NR
OPE_GEMNR;OPE_GEMNR
OPE_GWNR;OPE_GWNR
OPE_BRNR;OPE_BRNR
OPE_AKNR;OPE_AKNR
OPE_FKNR;OPE_FKNR
OPE_BESCH_KFZ;OPE_BESCH_KFZ
OPE_BESCH_PLZ;OPE_BESCH_PLZ
OPE_BESCH_ORT;OPE_BESCH_ORT
OPE_SENDEN_ELDA;OPE_SENDEN_ELDA
OPE_INVALID;OPE_INVALID
OPE_TELNR;OPE_TELNR
OPE_HANDY;OPE_HANDY
OPE_INFODAT1;OPE_INFODAT1
OPE_INFOTEXT1;OPE_INFOTEXT1
OPE_INFODAT2;OPE_INFODAT2
OPE_INFOTEXT2;OPE_INFOTEXT2
OPE_INFODAT3;OPE_INFODAT3
OPE_INFOTEXT3;OPE_INFOTEXT3
OPE_INFODAT4;OPE_INFODAT4
OPE_INFOTEXT4;OPE_INFOTEXT4
OPE_BESCHJAHR;OPE_BESCHJAHR
OPE_BANKKONTONR;OPE_BANKKONTONR
OPE_LST_FREIBETR;OPE_LST_FREIBETR
OPE_LST_BERECHNUNG;OPE_LST_BERECHNUNG
OPE_LST_BERECHNUNGPROZ;OPE_LST_BERECHNUNGPROZ
OPE_LANDARBFREIBETRAG;OPE_LANDARBFREIBETRAG
OPE_PENDLERPAUSCH;OPE_PENDLERPAUSCH
OPE_DB_DZ;OPE_DB_DZ
OPE_NACHTARBEITER;OPE_NACHTARBEITER
OPE_E18;OPE_E18
OPE_LART;OPE_LART
OPE_FINANZNR;OPE_FINANZNR
OPE_SW_AKZ;OPE_SW_AKZ
OPE_BUAK_ZUGE;OPE_BUAK_ZUGE
OPE_BUAK_BERUFSSCHL;OPE_BUAK_BERUFSSCHL
OPE_EINTRITTSART;OPE_EINTRITTSART
OPE_GEBURTSDATUM;OPE_GEBURTSDATUM
OPE_PERSFAMILIENNAME;OPE_PERSFAMILIENNAME
OPE_PERSVORNAME;OPE_PERSVORNAME
OPE_PERSORT;OPE_PERSORT
OPE_PERSSTR;OPE_PERSSTR
OPE_ANMELDEDATUM;OPE_ANMELDEDATUM
OPE_ABMELDEDATUM;OPE_ABMELDEDATUM
OPE_AUSTRITTSGRUND;OPE_AUSTRITTSGRUND
OPE_ZUGEHOERIGKEITSNR;OPE_ZUGEHOERIGKEITSNR
OPE_GESGRUNDLAGENR;OPE_GESGRUNDLAGENR
OPE_GESGRUNDLAGETEXT;OPE_GESGRUNDLAGETEXT
OPE_VERWANDT;OPE_VERWANDT
OPE_BEZUGSART;OPE_BEZUGSART
OPE_BUAK;OPE_BUAK
OPE_SENDEN;OPE_SENDEN
OPE_HAT_SACHBEZUG;OPE_HAT_SACHBEZUG
OPE_HAT_KAMMERUML;OPE_HAT_KAMMERUML
OPE_HAT_LANDARB_KAMMERUML;OPE_HAT_LANDARB_KAMMERUML
OPE_HAT_WETTER_ENTSCH;OPE_HAT_WETTER_ENTSCH
OPE_HAT_IESGZUSCHLAG;OPE_HAT_IESGZUSCHLAG
OPE_HAT_NACHTSCHWERARBEIT;OPE_HAT_NACHTSCHWERARBEIT
OPE_HAT_WOHNBAUFOERDERUNG;OPE_HAT_WOHNBAUFOERDERUNG
OPE_GESCHLECHT;OPE_GESCHLECHT
OPE_WOHNORTKFZ;OPE_WOHNORTKFZ
OPE_AENDERUNGSDATUM;OPE_AENDERUNGSDATUM
OPE_ERSTELLDATUM;OPE_ERSTELLDATUM
OPE_LETZTERUSER;OPE_LETZTERUSER
OPE_ERSTELLUSER;OPE_ERSTELLUSER
OPE_ISTANGESTELLTER;OPE_ISTANGESTELLTER
OPE_LEHRJAHR;OPE_LEHRJAHR
OPE_LEHRKZ;OPE_LEHRKZ
OPE_LEHRJAHR_VON;OPE_LEHRJAHR_VON
OPE_LEHRJAHR_BIS;OPE_LEHRJAHR_BIS
OPE_STAMMKOSTENSTELLENNR;OPE_STAMMKOSTENSTELLENNR
OPE_EMAIL;OPE_EMAIL
OPE_BERUF;OPE_BERUF
OPE_VERANTWNR;OPE_VERANTWNR
OPE_OFTITELNR;OPE_OFTITELNR
OPE_PERSPLZ;OPE_PERSPLZ
OPE_LAND_STAATENNR;OPE_LAND_STAATENNR
OPE_FIXBETRAG;OPE_FIXBETRAG
OPE_FIXSATZ;OPE_FIXSATZ
OPE_RUHEND;OPE_RUHEND
OPE_FAMILIENSTAND;OPE_FAMILIENSTAND
OPE_OAZ_OFAZNR;OPE_OAZ_OFAZNR
OPE_OKV_OFKVID;OPE_OKV_OFKVID
OPE_OBG_OFBEITRAGSGRPNR;OPE_OBG_OFBEITRAGSGRPNR
OPE_STAATENNR;OPE_STAATENNR
OPE_VERSICHERUNGSNR;OPE_VERSICHERUNGSNR
OPE_SIGUSER;OPE_SIGUSER
OPE_BMDUSERID;OPE_BMDUSERID
OPK_KLIENTENNR (PK);OPK_KLIENTENNR
OPK_PERSNR (PK);OPK_PERSNR
OPK_PERSUNTERNR (PK);OPK_PERSUNTERNR
OPK_KOSTENSTELLENNR (PK);OPK_KOSTENSTELLENNR
OPK_PROZWERT;OPK_PROZWERT
OPK_AENDERUNGSDATUM;OPK_AENDERUNGSDATUM
OPK_ERSTELLDATUM;OPK_ERSTELLDATUM
OPK_ERSTELLUSER;OPK_ERSTELLUSER
OPK_LETZTERUSER;OPK_LETZTERUSER
OPL_OFPLZ (PK);OPL_OFPLZ
OPL_STAATENNR (PK);OPL_STAATENNR
OPL_OFORT;OPL_OFORT
OPL_AENDERUNGSDATUM;OPL_AENDERUNGSDATUM
OPL_ERSTELLDATUM;OPL_ERSTELLDATUM
OPL_LETZTERUSER;OPL_LETZTERUSER
OPL_ERSTELLUSER;OPL_ERSTELLUSER
ORL_ZUSATZ11;ORL_ZUSATZ11
ORL_ZUSATZ12;ORL_ZUSATZ12
ORL_ZUSATZ13;ORL_ZUSATZ13
ORL_ZUSATZ14;ORL_ZUSATZ14
ORL_ZUSATZ15;ORL_ZUSATZ15
ORL_ZUSATZ16;ORL_ZUSATZ16
ORL_ZUSATZ17;ORL_ZUSATZ17
ORL_ZUSATZ18;ORL_ZUSATZ18
ORL_ZUSATZ19;ORL_ZUSATZ19
ORL_ZUSATZ20;ORL_ZUSATZ20
ORL_ZUSATZ21;ORL_ZUSATZ21
ORL_ZUSATZ22;ORL_ZUSATZ22
ORL_ZUSATZ23;ORL_ZUSATZ23
ORL_ZUSATZ24;ORL_ZUSATZ24
